,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
3999,3,2,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,3,3
4000,3,2,4,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,0,3,3
4001,3,1,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,4
4002,3,1,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,0,3,3
4003,3,2,4,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,4,3
4004,0,1,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,4
4005,0,1,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,3
4006,3,2,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,3,3
4007,3,2,3,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,3,4
4008,3,2,3,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,4,3
4009,3,1,4,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,4,3
4010,3,1,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,3,3
4011,3,2,3,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,4,4
4012,0,2,4,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,0,3,3
4013,3,1,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,3,3
4014,0,1,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,4
4015,3,1,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,3,3
4016,0,2,1,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,4
4017,0,1,1,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,3,3
4018,0,2,3,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,1,3,3
4019,0,1,3,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,1,3,3
4020,3,1,3,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,3,1
4021,3,2,1,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,4,3
4022,0,1,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,4
4023,0,1,4,1,6,0,0,0,8,1,4,2,0,0,0,0,0,1,4,3,4
4024,0,1,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,4,4
4025,0,1,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,3,1
4026,0,0,3,1,5,0,1,0,6,0,2,0,0,0,0,0,0,0,1,3,3
4027,3,2,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,3,1
4028,3,0,6,0,4,0,0,1,3,1,2,0,1,0,0,0,0,0,3,0,1
4029,0,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,3
4030,0,1,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,3
4031,0,0,2,1,5,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,3
4032,0,1,1,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,3,3
4033,3,2,4,0,3,0,0,1,4,1,2,0,0,0,1,0,0,0,0,3,3
4034,0,1,3,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,4,1
4035,0,2,1,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,3
4036,0,2,1,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,3,4
4037,3,2,3,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,1
4038,0,2,1,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,4,3
4039,3,2,3,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,0,3,3
4040,0,2,3,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,3
4041,3,1,0,0,3,0,0,1,6,1,2,0,0,0,1,0,0,0,1,4,3
4042,3,1,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,3,3
4043,3,2,3,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,4
4044,3,2,3,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,3
4045,0,0,2,1,5,0,1,0,6,0,2,0,0,0,0,0,0,0,0,3,3
4046,0,1,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,4,3
4047,3,1,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,3,3
4048,0,2,2,1,5,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,3
4049,0,2,1,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,3,3
4050,0,2,1,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,4,3
4051,0,2,5,1,5,0,1,0,6,0,2,0,0,0,0,0,0,0,1,3,3
4052,3,2,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,3
4053,3,2,3,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,3,4
4054,3,1,4,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,0,3,3
4055,0,1,1,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,3,4
4056,3,2,1,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,3,4
4057,0,2,3,1,5,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,3
4058,0,0,5,1,5,0,1,0,6,0,2,0,0,0,0,0,0,0,0,3,3
4059,0,2,4,0,3,0,0,1,1,1,2,0,0,0,1,0,0,0,1,3,3
4060,0,1,1,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,3,1
4061,3,2,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,1,4,3
4062,3,1,4,0,3,0,0,1,3,1,2,0,0,0,0,0,0,0,0,4,3
4063,3,1,1,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,4,3
4064,0,2,1,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,4,1
4065,0,1,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,3
4066,3,2,3,1,4,0,0,1,2,0,2,2,3,3,3,0,0,2,3,4,3
4067,3,2,1,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,4,4
4068,3,1,3,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,1,4,3
4069,0,1,3,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,3,4
4070,0,1,1,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,3,4
4071,3,2,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,3,4
4072,3,2,1,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,4,4
4073,3,2,4,0,3,0,0,1,6,1,2,0,0,0,2,0,0,0,1,3,3
4074,3,1,0,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,1,3,3
4075,0,2,1,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,4,1
4076,3,1,7,1,3,0,0,0,5,0,4,0,1,0,0,0,0,3,3,4,3
4077,3,1,0,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,1,4,3
4078,3,1,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,3,1
4079,3,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,1
4080,0,1,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,3
4081,0,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,4,4
4082,3,2,1,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,3,4
4083,0,1,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,3
4084,0,2,1,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,3,4
4085,0,1,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,3,4
4086,0,2,1,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,4,4
4087,0,2,3,0,3,0,0,1,6,1,2,0,0,2,2,0,0,0,1,3,3
4088,3,1,3,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,4,3
4089,3,1,4,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,1,3,3
4090,0,2,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,3,3
4091,3,2,1,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,3,3
4092,3,1,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,1,4,3
4093,3,2,3,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,0,4,3
4094,3,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,1
4095,0,2,4,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,3,3
4096,3,2,4,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,1,4,3
4097,3,1,1,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,3,4
4098,0,2,2,1,5,0,0,0,6,0,2,0,0,0,0,0,0,0,0,3,3
4099,0,1,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,4,3
4100,0,1,4,1,6,0,0,0,8,1,4,2,0,2,1,0,0,1,4,3,3
4101,0,2,1,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,3,4
4102,3,1,3,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,4,3
4103,3,1,3,0,3,0,0,1,6,1,2,0,0,0,1,0,0,0,1,4,3
4104,0,1,0,1,4,0,0,0,8,1,4,0,0,2,1,0,0,1,4,3,6
4105,3,1,4,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,1,3,3
4106,1,0,6,0,3,0,0,1,2,0,2,0,0,0,0,0,1,0,5,3,2
4107,3,2,3,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,0,4,3
4108,3,2,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,3,1
4109,3,1,3,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,4,3
4110,3,2,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,4,4
4111,3,2,1,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,4,1
4112,3,2,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,1
4113,3,2,4,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,1,3,3
4114,0,2,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,4,4
4115,3,2,1,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,3,1
4116,0,2,1,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,3,3
4117,0,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,4
4118,3,2,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,1
4119,3,2,1,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,3,1
4120,0,1,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,3,4
4121,3,1,4,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,3,3
4122,3,2,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,3
4123,3,2,1,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,3,1
4124,3,2,0,0,3,0,0,1,6,1,2,0,0,0,1,0,0,0,0,3,3
4125,0,1,1,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,3,4
4126,0,1,1,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,3,4
4127,3,1,0,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,0,4,3
4128,3,1,3,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,4,4
4129,3,2,4,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,0,4,3
4130,0,1,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,1
4131,3,1,3,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,3,3
4132,0,1,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,3,3
4133,0,0,3,1,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3
4134,3,2,3,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,3,3
4135,3,1,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,4,1
4136,0,2,3,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,4,3
4137,3,1,3,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,4
4138,3,1,0,0,3,0,0,1,4,1,2,0,0,2,0,0,0,0,0,3,3
4139,0,1,1,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,4,3
4140,3,2,3,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,4,3
4141,3,1,4,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,1,3,3
4142,3,1,4,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,0,3,3
4143,3,0,3,0,4,0,0,1,3,1,2,1,1,0,0,0,0,0,3,3,0
4144,0,2,3,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,4,4
4145,3,1,3,1,4,0,0,1,2,0,2,2,3,3,3,0,0,2,3,3,4
4146,0,1,3,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,3,4
4147,0,2,1,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,3
4148,3,1,3,1,4,0,0,1,3,0,2,2,3,4,4,0,0,2,3,3,3
4149,3,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,4
4150,3,1,4,0,3,0,0,1,4,1,2,0,0,0,0,0,0,0,1,4,3
4151,0,1,3,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,1
4152,3,1,3,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,3,1
4153,0,1,3,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,4,4
4154,3,2,4,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,1,3,3
4155,3,1,4,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,1,3,3
4156,3,1,4,0,3,0,0,1,1,1,2,0,0,2,1,0,0,0,1,4,3
4157,3,2,1,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,1
4158,3,2,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,4
4159,3,1,0,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,0,4,3
4160,0,1,3,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,4,1
4161,3,2,3,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,1,3,3
4162,0,2,1,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,4
4163,0,1,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,3
4164,0,1,1,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,3
4165,3,2,8,1,3,0,1,0,4,0,2,1,1,0,4,0,0,1,4,3,6
4166,0,2,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,3,3
4167,3,2,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,4,1
4168,0,1,3,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,3,1
4169,3,1,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,1
4170,0,0,6,0,4,0,0,1,4,1,2,1,0,0,0,0,0,0,3,0,0
4171,3,2,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,3,3
4172,0,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,1
4173,3,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,4
4174,3,2,3,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,3,4
4175,3,2,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,4,3
4176,3,2,3,0,3,0,0,1,4,1,2,0,0,2,0,0,0,0,0,4,3
4177,0,2,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,4,4
4178,0,2,1,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,4,4
4179,3,1,4,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,0,4,3
4180,3,1,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,3,4
4181,3,2,3,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,4,3
4182,0,1,1,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,4,3
4183,3,2,3,0,3,0,0,1,4,1,2,0,0,0,0,0,0,0,0,4,3
4184,0,2,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,1
4185,0,2,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,4,4
4186,3,1,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,1,4,3
4187,3,2,3,0,3,0,0,1,6,1,2,0,0,2,2,0,0,0,1,3,3
4188,0,1,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,3,3
4189,3,1,1,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,3,4
4190,3,2,1,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,3,3
4191,3,2,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,4
4192,3,2,3,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,4,4
4193,3,1,3,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,4,1
4194,3,0,6,0,4,0,0,1,4,1,2,1,1,0,0,0,0,0,3,0,0
4195,3,2,4,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,1,4,3
4196,0,1,0,1,6,0,0,0,8,1,4,2,3,2,1,0,0,1,4,3,3
4197,0,1,3,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,1,3,3
4198,0,2,3,1,5,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,3
4199,0,2,5,1,5,0,1,0,1,0,2,0,0,0,0,0,0,0,1,3,3
4200,0,1,0,1,6,0,0,0,8,1,4,0,3,2,0,0,0,1,4,3,6
4201,3,2,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,4
4202,0,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,1
4203,0,0,3,0,4,0,0,1,4,1,2,0,1,0,0,0,0,0,3,0,0
4204,3,1,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,4
4205,0,2,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,4,3
4206,3,1,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,4
4207,3,2,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,4,3
4208,3,1,3,1,4,0,0,1,5,0,2,2,3,4,3,0,0,2,3,4,3
4209,0,1,3,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,1
4210,3,2,3,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,4,1
4211,0,2,1,1,4,0,0,1,3,0,2,2,3,4,3,0,0,2,3,4,1
4212,3,2,1,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,3,1
4213,0,2,1,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,3,1
4214,0,2,1,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,4,1
4215,0,1,1,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,3,1
4216,3,0,3,0,4,0,0,1,5,1,2,0,0,0,0,0,0,0,3,3,0
4217,0,2,1,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,4,1
4218,3,2,1,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,1
4219,3,1,3,1,4,0,0,1,3,0,2,2,3,3,1,0,0,2,3,4,3
4220,3,2,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,4,3
4221,3,2,1,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,3,3
4222,0,1,3,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,4
4223,0,1,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,4,4
4224,3,1,4,0,3,0,0,1,3,1,2,0,0,0,0,0,0,0,1,3,3
4225,3,2,1,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,3,3
4226,3,2,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,3
4227,3,1,3,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,3,4
4228,0,2,1,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,3,1
4229,0,2,1,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,3,4
4230,0,2,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,4,3
4231,0,1,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,4
4232,3,0,2,0,4,0,0,1,3,1,2,1,1,0,0,0,0,0,3,0,0
4233,3,2,1,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,3,1
4234,3,2,1,1,4,0,0,1,3,0,2,2,3,4,1,0,0,2,3,3,3
4235,3,1,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,4,4
4236,3,2,1,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,3
4237,3,2,1,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,3,3
4238,3,2,3,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,4
4239,0,1,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,4,1
4240,0,2,1,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,4
4241,3,2,3,1,4,0,0,1,2,0,2,2,3,2,3,0,0,2,3,3,1
4242,0,2,1,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,4,3
4243,3,1,3,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,3,3
4244,0,1,1,1,4,0,0,1,2,0,2,2,3,3,3,0,0,2,3,3,3
4245,0,0,2,0,4,0,0,1,5,1,2,1,0,0,0,0,0,0,3,0,1
4246,3,2,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,4,1
4247,0,0,6,0,4,0,0,1,3,1,2,1,0,0,0,0,0,0,3,0,1
4248,3,1,3,1,4,0,0,1,5,0,2,2,3,2,3,0,0,2,3,3,3
4249,0,1,3,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,3,3
4250,0,2,1,1,4,0,0,1,2,0,2,2,3,3,3,0,0,2,3,4,1
4251,0,2,1,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,4,1
4252,0,1,1,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,3,1
4253,3,1,3,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,1,4,3
4254,3,1,1,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,4,4
4255,0,1,3,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,4,4
4256,3,2,1,1,4,0,0,1,5,0,2,2,3,2,3,0,0,2,3,3,1
4257,3,1,1,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,3,4
4258,3,2,1,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,4,3
4259,0,1,3,1,4,0,0,1,5,0,2,2,3,2,1,0,0,2,3,3,4
4260,3,2,3,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,1
4261,0,1,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,4,4
4262,0,2,5,1,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3
4263,0,1,1,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,4,3
4264,0,2,1,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,4,1
4265,3,2,1,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,1
4266,0,1,3,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,3,1
4267,3,2,3,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,3,1
4268,0,1,3,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,3,3
4269,0,2,1,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,4,1
4270,0,2,1,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,3,4
4271,0,1,3,1,4,0,0,1,5,0,2,2,3,2,3,0,0,2,3,4,3
4272,0,1,1,1,4,0,0,1,2,0,2,2,3,3,1,0,0,2,3,3,3
4273,3,1,3,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,4
4274,3,1,3,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,3
4275,0,2,1,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,4,4
4276,4,1,0,1,3,0,1,0,4,0,2,1,1,0,4,0,0,1,4,3,6
4277,3,2,3,1,4,0,0,1,3,0,2,2,3,3,4,0,0,2,3,4,4
4278,0,1,1,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,4,1
4279,3,2,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,4,1
4280,0,1,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,3,3
4281,0,2,3,1,4,0,0,1,5,0,2,2,3,4,1,0,0,2,3,4,4
4282,3,2,1,1,4,0,0,1,3,0,2,2,3,2,1,0,0,2,3,3,1
4283,3,0,5,0,3,0,0,1,7,0,4,0,0,0,0,0,1,1,4,5,5
4284,3,2,1,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,3,4
4285,0,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,4,3
4286,0,1,3,1,4,0,0,1,3,0,2,2,3,2,3,0,0,2,3,4,3
4287,3,1,3,1,4,0,0,1,2,0,2,2,3,4,1,0,0,2,3,4,4
4288,0,2,1,1,4,0,0,1,2,0,2,2,3,4,3,0,0,2,3,3,3
4289,3,1,3,1,4,0,0,1,5,0,2,2,3,2,4,0,0,2,3,4,1
4290,3,1,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,3,1
4291,4,0,5,0,3,0,0,1,7,0,4,0,0,0,5,0,1,1,4,5,5
4292,0,2,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,3
4293,3,2,1,1,4,0,0,1,3,0,2,2,3,2,4,0,0,2,3,3,4
4294,3,2,3,1,4,0,0,1,5,0,2,2,3,4,4,0,0,2,3,4,4
4295,3,2,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,3,1
4296,0,2,1,1,4,0,0,1,5,0,2,2,3,3,1,0,0,2,3,4,4
4297,3,2,3,1,4,0,0,1,3,0,2,2,3,3,3,0,0,2,3,4,4
4298,0,1,3,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,4,1
4299,3,1,1,1,4,0,0,1,2,0,2,2,3,4,4,0,0,2,3,4,1
4300,3,2,3,1,4,0,0,1,5,0,2,2,3,3,4,0,0,2,3,4,3
4301,0,2,1,1,4,0,0,1,2,0,2,2,3,2,1,0,0,2,3,3,3
4302,3,2,3,1,4,0,0,1,2,0,2,2,3,3,4,0,0,2,3,3,1
4303,3,2,3,1,4,0,0,1,2,0,2,2,3,2,4,0,0,2,3,4,3
4304,3,2,1,1,4,0,0,1,5,0,2,2,3,2,3,0,0,2,3,4,1
4305,3,1,3,0,3,0,0,1,4,1,2,0,0,2,0,0,0,0,1,4,3
4306,3,1,3,1,4,0,0,1,5,0,2,2,3,2,3,0,0,2,3,4,3
